# Generated by tools/nelisp-c-primitive-census.sh -- do not hand-edit.
# 2026-09-21 | standalone=../nelisp-wt-segG1/target/nelisp | emacs=GNU Emacs 31.1
# c-primitives=1481 present=382 native=90 interpreted=292 absent=1099
#
# name	state	score	agent	vendor
%	interpreted	168	56	0
next-window	absent	0	0	0
ngettext	absent	0	0	0
nlistp	interpreted	0	0	0
nreverse	interpreted	837	279	0
ntake	interpreted	0	0	0
nth	native	1119	373	0
nthcdr	native	9	3	0
null	interpreted	405	135	0
num-processors	absent	3	1	0
number-or-marker-p	absent	0	0	0
number-to-string	native	3	1	0
numberp	native	90	30	0
obarray-clear	absent	0	0	0
obarray-make	absent	0	0	0
obarrayp	interpreted	0	0	0
object-intervals	absent	0	0	0
old-selected-frame	absent	0	0	0
old-selected-window	absent	0	0	0
open-dribble-file	absent	0	0	0
open-font	absent	0	0	0
open-termscript	absent	0	0	0
optimize-char-table	absent	0	0	0
or	interpreted	1704	568	0
other-buffer	absent	0	0	0
other-window-for-scrolling	absent	0	0	0
overlay-buffer	absent	0	0	0
overlay-end	absent	0	0	0
overlay-get	absent	0	0	0
overlay-lists	absent	0	0	0
overlay-properties	absent	0	0	0
overlay-put	absent	0	0	0
overlay-recenter	absent	0	0	0
overlay-start	absent	0	0	0
overlayp	absent	0	0	0
overlays-at	absent	0	0	0
overlays-in	absent	0	0	0
parse-partial-sexp	interpreted	0	0	0
pdumper-stats	absent	0	0	0
pgtk-backend-display-class	absent	0	0	0
pgtk-disown-selection-internal	absent	0	0	0
pgtk-display-monitor-attributes-list	absent	0	0	0
pgtk-drop-finish	absent	0	0	0
pgtk-font-name	absent	0	0	0
pgtk-frame-edges	absent	0	0	0
pgtk-frame-geometry	absent	0	0	0
pgtk-frame-restack	absent	0	0	0
pgtk-get-page-setup	absent	0	0	0
pgtk-get-selection-internal	absent	0	0	0
pgtk-mouse-absolute-pixel-position	absent	0	0	0
pgtk-own-selection-internal	absent	0	0	0
pgtk-page-setup-dialog	absent	0	0	0
pgtk-print-frames-dialog	absent	0	0	0
pgtk-register-dnd-targets	absent	0	0	0
pgtk-selection-exists-p	absent	0	0	0
pgtk-selection-owner-p	absent	0	0	0
pgtk-set-monitor-scale-factor	absent	0	0	0
pgtk-set-mouse-absolute-pixel-position	absent	0	0	0
pgtk-set-resource	absent	0	0	0
pgtk-update-drop-status	absent	0	0	0
pgtk-use-im-context	absent	0	0	0
play-sound-internal	absent	0	0	0
plist-get	native	9129	3043	0
plist-member	interpreted	408	136	0
plist-put	interpreted	159	53	0
point	interpreted	12	4	0
point-marker	absent	0	0	0
point-max	interpreted	45	15	0
point-max-marker	absent	0	0	0
point-min	interpreted	84	28	0
point-min-marker	absent	0	0	0
pos-bol	absent	0	0	0
pos-eol	absent	0	0	0
pos-visible-in-window-p	absent	0	0	0
position-bytes	absent	0	0	0
position-symbol	absent	0	0	0
posix-looking-at	absent	0	0	0
posix-search-backward	absent	0	0	0
posix-search-forward	absent	0	0	0
posix-string-match	absent	0	0	0
posn-at-point	absent	0	0	0
posn-at-x-y	absent	0	0	0
preceding-char	interpreted	0	0	0
prefix-numeric-value	interpreted	0	0	0
previous-char-property-change	absent	0	0	0
previous-frame	absent	0	0	0
previous-overlay-change	absent	0	0	0
previous-property-change	absent	0	0	0
previous-single-char-property-change	absent	0	0	0
previous-single-property-change	absent	0	0	0
previous-window	absent	0	0	0
prin1	interpreted	21	7	0
prin1-to-string	interpreted	78	26	0
princ	interpreted	9	3	0
print	interpreted	0	0	0
print--preprocess	absent	0	0	0
process-attributes	absent	0	0	0
process-buffer	interpreted	0	0	0
process-coding-system	absent	0	0	0
process-command	absent	0	0	0
process-contact	interpreted	0	0	0
process-datagram-address	absent	0	0	0
process-exit-status	interpreted	3	1	0
process-filter	interpreted	0	0	0
process-id	absent	0	0	0
process-inherit-coding-system-flag	absent	0	0	0
process-list	absent	0	0	0
process-mark	absent	0	0	0
process-name	absent	0	0	0
process-plist	absent	0	0	0
process-query-on-exit-flag	interpreted	0	0	0
process-running-child-p	absent	0	0	0
process-send-eof	interpreted	3	1	0
process-send-region	interpreted	0	0	0
process-send-string	interpreted	0	0	0
process-sentinel	interpreted	0	0	0
process-status	interpreted	6	2	0
process-thread	absent	0	0	0
process-tty-name	absent	0	0	0
process-type	absent	0	0	0
processp	interpreted	0	0	0
profiler-cpu-log	absent	0	0	0
profiler-cpu-running-p	absent	0	0	0
profiler-cpu-start	absent	0	0	0
profiler-cpu-stop	absent	0	0	0
profiler-memory-log	absent	0	0	0
profiler-memory-running-p	absent	0	0	0
profiler-memory-start	absent	0	0	0
profiler-memory-stop	absent	0	0	0
prog1	interpreted	18	6	0
progn	absent	81	27	0
proper-list-p	interpreted	36	12	0
propertize	interpreted	0	0	0
provide	native	336	112	0
put	interpreted	0	0	0
put-text-property	interpreted	0	0	0
put-unicode-property-internal	absent	0	0	0
puthash	native	99	33	0
query-font	absent	0	0	0
query-fontset	absent	0	0	0
quit-process	absent	0	0	0
quote	absent	0	0	0
raise-frame	absent	0	0	0
random	interpreted	45	15	0
rassoc	native	0	0	0
rassq	interpreted	0	0	0
re--describe-compiled	absent	0	0	0
re-search-backward	absent	0	0	0
re-search-forward	interpreted	12	4	0
read	interpreted	30	10	0
read-buffer	absent	0	0	0
read-char	absent	0	0	0
read-char-exclusive	absent	0	0	0
read-coding-system	absent	0	0	0
read-command	absent	0	0	0
read-event	absent	0	0	0
read-from-minibuffer	interpreted	0	0	0
read-from-string	interpreted	36	12	0
read-key-sequence	absent	0	0	0
read-key-sequence-vector	absent	0	0	0
read-non-nil-coding-system	absent	0	0	0
read-positioning-symbols	absent	0	0	0
read-string	interpreted	12	4	0
read-variable	absent	0	0	0
recent-auto-save-p	absent	0	0	0
recent-keys	absent	0	0	0
recenter	absent	0	0	0
reconsider-frame-fonts	absent	0	0	0
record	native	36	12	0
recordp	native	3	1	0
recursion-depth	absent	0	0	0
recursive-edit	absent	0	0	0
redirect-debugging-output	absent	0	0	0
redirect-frame-focus	absent	0	0	0
redisplay	absent	0	0	0
redraw-display	absent	0	0	0
redraw-frame	absent	0	0	0
regexp-quote	interpreted	21	7	0
region-beginning	absent	0	0	0
region-end	absent	0	0	0
register-ccl-program	absent	0	0	0
register-code-conversion-map	absent	0	0	0
remember-mouse-glyph	absent	0	0	0
remhash	native	21	7	0
remove-list-of-text-properties	absent	0	0	0
remove-pos-from-symbol	absent	0	0	0
remove-text-properties	absent	0	0	0
remove-variable-watcher	absent	0	0	0
rename-buffer	absent	0	0	0
rename-file	interpreted	30	10	0
replace-match	interpreted	0	0	0
replace-region-contents	absent	0	0	0
require	native	1413	471	0
resize-mini-window-internal	absent	0	0	0
restore-buffer-modified-p	absent	0	0	0
resume-tty	absent	0	0	0
reverse	interpreted	33	11	0
round	interpreted	18	6	0
run-hook-with-args	interpreted	0	0	0
run-hook-with-args-until-failure	interpreted	0	0	0
run-hook-with-args-until-success	interpreted	0	0	0
run-hook-wrapped	absent	0	0	0
run-hooks	interpreted	0	0	0
run-window-configuration-change-hook	absent	0	0	0
run-window-scroll-functions	absent	0	0	0
safe-length	interpreted	0	0	0
save-current-buffer	absent	0	0	0
save-excursion	interpreted	0	0	0
save-restriction	absent	0	0	0
scan-lists	interpreted	0	0	0
scan-sexps	interpreted	0	0	0
scroll-down	absent	0	0	0
scroll-left	absent	0	0	0
scroll-right	absent	0	0	0
scroll-up	absent	0	0	0
search-backward	absent	0	0	0
search-backward-regexp	absent	0	0	0
search-forward	interpreted	0	0	0
search-forward-regexp	absent	0	0	0
secure-hash	interpreted	63	21	0
secure-hash-algorithms	absent	0	0	0
select-frame	absent	0	0	0
select-window	absent	0	0	0
selected-frame	absent	0	0	0
selected-window	absent	0	0	0
self-insert-command	absent	0	0	0
send-string-to-terminal	absent	0	0	0
sequencep	interpreted	0	0	0
serial-process-configure	absent	0	0	0
set	native	0	0	0
set--this-command-keys	absent	0	0	0
set-binary-mode	absent	0	0	0
set-buffer	interpreted	0	0	0
set-buffer-auto-saved	absent	0	0	0
set-buffer-local-toplevel-value	absent	0	0	0
set-buffer-major-mode	absent	0	0	0
set-buffer-modified-p	absent	0	0	0
set-buffer-multibyte	interpreted	36	12	0
set-buffer-redisplay	absent	0	0	0
set-case-table	absent	0	0	0
set-category-table	absent	0	0	0
set-char-table-extra-slot	native	0	0	0
set-char-table-parent	native	0	0	0
set-char-table-range	native	0	0	0
set-charset-plist	absent	0	0	0
set-charset-priority	absent	0	0	0
set-coding-system-priority	absent	0	0	0
set-default	absent	0	0	0
set-default-file-modes	absent	0	0	0
set-default-toplevel-value	absent	0	0	0
set-file-acl	absent	0	0	0
set-file-modes	interpreted	45	15	0
set-file-selinux-context	absent	0	0	0
set-file-times	absent	0	0	0
set-fontset-font	absent	0	0	0
set-frame-height	absent	0	0	0
set-frame-position	absent	0	0	0
set-frame-selected-window	absent	0	0	0
set-frame-size	absent	0	0	0
set-frame-size-and-position-pixelwise	absent	0	0	0
set-frame-width	absent	0	0	0
set-frame-window-state-change	absent	0	0	0
set-fringe-bitmap-face	absent	0	0	0
set-input-interrupt-mode	absent	0	0	0
set-input-meta-mode	absent	0	0	0
set-input-mode	absent	0	0	0
set-keyboard-coding-system-internal	absent	0	0	0
set-keymap-parent	interpreted	0	0	0
set-marker	absent	0	0	0
set-marker-insertion-type	absent	0	0	0
set-match-data	absent	0	0	0
set-minibuffer-window	absent	0	0	0
set-mouse-pixel-position	absent	0	0	0
set-mouse-position	absent	0	0	0
set-network-process-option	absent	0	0	0
set-output-flow-control	absent	0	0	0
set-process-buffer	interpreted	0	0	0
set-process-coding-system	interpreted	3	1	0
set-process-datagram-address	absent	0	0	0
set-process-filter	interpreted	0	0	0
set-process-inherit-coding-system-flag	absent	0	0	0
set-process-plist	absent	0	0	0
set-process-query-on-exit-flag	interpreted	15	5	0
set-process-sentinel	interpreted	0	0	0
set-process-thread	absent	0	0	0
set-process-window-size	absent	0	0	0
set-quit-char	absent	0	0	0
set-safe-terminal-coding-system-internal	absent	0	0	0
set-standard-case-table	absent	0	0	0
set-syntax-table	interpreted	0	0	0
set-terminal-coding-system-internal	absent	0	0	0
set-terminal-parameter	absent	0	0	0
set-text-properties	absent	0	0	0
set-time-zone-rule	absent	0	0	0
set-visited-file-modtime	absent	0	0	0
set-window-buffer	absent	0	0	0
set-window-combination-limit	absent	0	0	0
set-window-configuration	absent	0	0	0
set-window-cursor-type	absent	0	0	0
set-window-dedicated-p	absent	0	0	0
set-window-display-table	absent	0	0	0
set-window-fringes	absent	0	0	0
set-window-hscroll	absent	0	0	0
set-window-margins	absent	0	0	0
set-window-new-normal	absent	0	0	0
set-window-new-pixel	absent	0	0	0
set-window-new-total	absent	0	0	0
set-window-next-buffers	absent	0	0	0
set-window-parameter	absent	0	0	0
set-window-point	absent	0	0	0
set-window-prev-buffers	absent	0	0	0
set-window-scroll-bars	absent	0	0	0
set-window-start	absent	0	0	0
set-window-vscroll	absent	0	0	0
setcar	native	24	8	0
setcdr	native	231	77	0
setplist	interpreted	0	0	0
setq	absent	8040	2680	0
signal	native	138	46	0
signal-names	absent	0	0	0
signal-process	absent	0	0	0
sin	absent	30	10	0
single-key-description	interpreted	0	0	0
skip-chars-backward	interpreted	0	0	0
skip-chars-forward	interpreted	9	3	0
skip-syntax-backward	absent	0	0	0
skip-syntax-forward	absent	0	0	0
sleep-for	absent	0	0	0
sort	interpreted	54	18	0
sort-charsets	absent	0	0	0
special-variable-p	interpreted	0	0	0
split-char	absent	0	0	0
split-window-internal	absent	0	0	0
sqlite-available-p	absent	0	0	0
sqlite-close	absent	0	0	0
sqlite-columns	absent	0	0	0
sqlite-commit	absent	0	0	0
sqlite-execute	absent	0	0	0
sqlite-execute-batch	absent	0	0	0
sqlite-finalize	absent	0	0	0
sqlite-load-extension	absent	0	0	0
sqlite-more-p	absent	0	0	0
sqlite-next	absent	0	0	0
sqlite-open	absent	0	0	0
sqlite-pragma	absent	0	0	0
sqlite-rollback	absent	0	0	0
sqlite-select	absent	0	0	0
sqlite-transaction	absent	0	0	0
sqlite-version	absent	0	0	0
sqlitep	absent	0	0	0
sqrt	interpreted	141	47	0
standard-case-table	absent	0	0	0
standard-category-table	absent	0	0	0
standard-syntax-table	interpreted	0	0	0
start-kbd-macro	absent	0	0	0
stop-process	absent	0	0	0
store-kbd-macro-event	absent	0	0	0
string	interpreted	33	11	0
string-as-multibyte	native	0	0	0
string-as-unibyte	native	0	0	0
string-bytes	native	96	32	0
string-collate-equalp	absent	0	0	0
string-collate-lessp	absent	0	0	0
string-distance	interpreted	0	0	0
string-equal	interpreted	3	1	0
string-lessp	interpreted	0	0	0
string-make-multibyte	native	0	0	0
string-make-unibyte	native	0	0	0
string-match	interpreted	39	13	0
string-search	interpreted	45	15	0
string-to-char	native	0	0	0
string-to-multibyte	native	0	0	0
string-to-number	native	18	6	0
string-to-syntax	absent	0	0	0
string-to-unibyte	native	0	0	0
string-version-lessp	interpreted	0	0	0
string-width	absent	0	0	0
stringp	native	798	266	0
subr-arity	absent	0	0	0
subr-name	absent	0	0	0
subr-native-comp-unit	absent	0	0	0
subr-native-lambda-list	absent	0	0	0
subr-type	absent	0	0	0
subrp	absent	0	0	0
subst-char-in-region	absent	0	0	0
substitute-in-file-name	absent	0	0	0
substring	native	276	92	0
substring-no-properties	interpreted	141	47	0
suspend-emacs	absent	0	0	0
suspend-tty	absent	0	0	0
sxhash-eq	native	0	0	0
sxhash-eql	interpreted	0	0	0
sxhash-equal	interpreted	0	0	0
sxhash-equal-including-properties	absent	0	0	0
symbol-function	interpreted	27	9	0
symbol-name	native	87	29	0
symbol-plist	interpreted	9	3	0
symbol-value	native	0	0	0
symbol-with-pos-p	absent	0	0	0
symbol-with-pos-pos	absent	0	0	0
symbolp	native	90	30	0
syntax-class-to-char	absent	0	0	0
syntax-table	interpreted	0	0	0
syntax-table-p	absent	0	0	0
system-groups	absent	0	0	0
system-name	absent	0	0	0
system-users	absent	0	0	0
tab-bar-height	absent	0	0	0
take	interpreted	0	0	0
tan	absent	0	0	0
terminal-coding-system	absent	0	0	0
terminal-list	absent	0	0	0
terminal-live-p	absent	0	0	0
terminal-name	absent	0	0	0
terminal-parameter	absent	0	0	0
terminal-parameters	absent	0	0	0
terpri	interpreted	12	4	0
test-completion	absent	0	0	0
text-char-description	absent	0	0	0
text-properties-at	interpreted	0	0	0
text-property-any	absent	0	0	0
text-property-not-all	absent	0	0	0
text-quoting-style	absent	0	0	0
this-command-keys	absent	0	0	0
this-command-keys-vector	absent	0	0	0
this-single-command-keys	absent	0	0	0
this-single-command-raw-keys	absent	0	0	0
thread--blocker	absent	0	0	0
thread-buffer-disposition	absent	0	0	0
thread-join	native	0	0	0
thread-last-error	absent	0	0	0
thread-live-p	absent	0	0	0
thread-name	absent	0	0	0
thread-set-buffer-disposition	absent	0	0	0
thread-signal	absent	0	0	0
thread-yield	absent	0	0	0
threadp	absent	0	0	0
throw	absent	66	22	0
time-add	absent	0	0	0
time-convert	absent	0	0	0
time-equal-p	absent	0	0	0
time-less-p	absent	0	0	0
time-subtract	absent	0	0	0
tool-bar-get-system-style	absent	0	0	0
tool-bar-height	absent	0	0	0
tool-bar-pixel-width	absent	0	0	0
top-level	absent	0	0	0
translate-region-internal	absent	0	0	0
transpose-regions	absent	0	0	0
treesit--linecol-at	absent	0	0	0
treesit--linecol-cache	absent	0	0	0
treesit--linecol-cache-set	absent	0	0	0
treesit-available-p	absent	0	0	0
treesit-compiled-query-p	absent	0	0	0
treesit-grammar-location	absent	0	0	0
treesit-induce-sparse-tree	absent	0	0	0
treesit-language-abi-version	absent	0	0	0
treesit-language-available-p	absent	0	0	0
treesit-library-abi-version	absent	0	0	0
treesit-node-check	absent	0	0	0
treesit-node-child	absent	0	0	0
treesit-node-child-by-field-name	absent	0	0	0
treesit-node-child-count	absent	0	0	0
treesit-node-descendant-for-range	absent	0	0	0
treesit-node-end	absent	0	0	0
treesit-node-eq	absent	0	0	0
treesit-node-field-name-for-child	absent	0	0	0
treesit-node-first-child-for-pos	absent	0	0	0
treesit-node-match-p	absent	0	0	0
treesit-node-next-sibling	absent	0	0	0
treesit-node-p	absent	0	0	0
treesit-node-parent	absent	0	0	0
treesit-node-parser	absent	0	0	0
treesit-node-prev-sibling	absent	0	0	0
treesit-node-start	absent	0	0	0
treesit-node-string	absent	0	0	0
treesit-node-type	absent	0	0	0
treesit-parse-string	absent	0	0	0
treesit-parser-add-notifier	absent	0	0	0
treesit-parser-buffer	absent	0	0	0
treesit-parser-changed-regions	absent	0	0	0
treesit-parser-create	absent	0	0	0
treesit-parser-delete	absent	0	0	0
treesit-parser-embed-level	absent	0	0	0
treesit-parser-included-ranges	absent	0	0	0
treesit-parser-language	absent	0	0	0
treesit-parser-list	absent	0	0	0
treesit-parser-notifiers	absent	0	0	0
treesit-parser-p	absent	0	0	0
treesit-parser-remove-notifier	absent	0	0	0
treesit-parser-root-node	absent	0	0	0
treesit-parser-set-embed-level	absent	0	0	0
treesit-parser-set-included-ranges	absent	0	0	0
treesit-parser-tag	absent	0	0	0
treesit-parser-tracking-line-column-p	absent	0	0	0
treesit-pattern-expand	absent	0	0	0
treesit-query-capture	absent	0	0	0
treesit-query-compile	absent	0	0	0
treesit-query-eagerly-compiled-p	absent	0	0	0
treesit-query-expand	absent	0	0	0
treesit-query-language	absent	0	0	0
treesit-query-p	absent	0	0	0
treesit-query-source	absent	0	0	0
treesit-search-forward	absent	0	0	0
treesit-search-subtree	absent	0	0	0
treesit-subtree-stat	absent	0	0	0
treesit-tracking-line-column-p	absent	0	0	0
truncate	interpreted	39	13	0
try-completion	absent	0	0	0
tty--output-buffer-size	absent	0	0	0
tty--set-output-buffer-size	absent	0	0	0
tty-display-color-cells	absent	0	0	0
tty-display-color-p	absent	0	0	0
tty-display-pixel-height	absent	0	0	0
tty-display-pixel-width	absent	0	0	0
tty-frame-at	absent	0	0	0
tty-frame-edges	absent	0	0	0
tty-frame-geometry	absent	0	0	0
tty-frame-list-z-order	absent	0	0	0
tty-frame-restack	absent	0	0	0
tty-no-underline	absent	0	0	0
tty-suppress-bold-inverse-default-colors	absent	0	0	0
tty-top-frame	absent	0	0	0
tty-type	absent	0	0	0
type-of	interpreted	3	1	0
uncombine-window	absent	0	0	0
undo-boundary	absent	0	0	0
unencodable-char-position	absent	0	0	0
unhandled-file-name-directory	absent	0	0	0
unibyte-char-to-multibyte	absent	0	0	0
unibyte-string	native	0	0	0
unicode-property-table-internal	absent	0	0	0
unify-charset	absent	0	0	0
unintern	absent	0	0	0
unix-sync	absent	0	0	0
unlock-buffer	absent	0	0	0
unlock-file	interpreted	3	1	0
unwind-protect	absent	3	1	0
upcase	interpreted	0	0	0
upcase-initials	interpreted	0	0	0
upcase-initials-region	absent	0	0	0
upcase-region	absent	0	0	0
upcase-word	absent	0	0	0
use-global-map	absent	0	0	0
use-local-map	absent	0	0	0
user-full-name	absent	0	0	0
user-login-name	absent	0	0	0
user-ptrp	absent	0	0	0
user-real-login-name	absent	0	0	0
user-real-uid	absent	0	0	0
user-uid	absent	0	0	0
value<	interpreted	0	0	0
variable-binding-locus	absent	0	0	0
vconcat	interpreted	72	24	0
vector	native	147	49	0
vector-or-char-table-p	absent	0	0	0
vectorp	native	243	81	0
verify-visited-file-modtime	absent	0	0	0
vertical-motion	absent	0	0	0
visible-frame-list	absent	0	0	0
visited-file-modtime	absent	0	0	0
waiting-for-user-input-p	absent	0	0	0
where-is-internal	absent	0	0	0
while	absent	2124	708	0
widen	interpreted	0	0	0
window-at	absent	0	0	0
window-body-height	absent	0	0	0
window-body-width	absent	0	0	0
window-bottom-divider-width	absent	0	0	0
window-buffer	absent	0	0	0
window-bump-use-time	absent	0	0	0
window-combination-limit	absent	0	0	0
window-configuration-equal-p	absent	0	0	0
window-configuration-frame	absent	0	0	0
window-configuration-p	absent	0	0	0
window-cursor-info	absent	0	0	0
window-cursor-type	absent	0	0	0
window-dedicated-p	absent	0	0	0
window-discard-buffer-from-window	absent	0	0	0
window-display-table	absent	0	0	0
window-end	absent	0	0	0
window-frame	absent	0	0	0
window-fringes	absent	0	0	0
window-header-line-height	absent	0	0	0
window-hscroll	absent	0	0	0
window-left-child	absent	0	0	0
window-left-column	absent	0	0	0
window-line-height	absent	0	0	0
window-lines-pixel-dimensions	absent	0	0	0
window-list	absent	0	0	0
window-list-1	absent	0	0	0
window-live-p	absent	0	0	0
window-margins	absent	0	0	0
window-minibuffer-p	absent	0	0	0
window-mode-line-height	absent	0	0	0
window-new-normal	absent	0	0	0
window-new-pixel	absent	0	0	0
window-new-total	absent	0	0	0
window-next-buffers	absent	0	0	0
window-next-sibling	absent	0	0	0
window-normal-size	absent	0	0	0
window-old-body-pixel-height	absent	0	0	0
window-old-body-pixel-width	absent	0	0	0
window-old-buffer	absent	0	0	0
window-old-pixel-height	absent	0	0	0
window-old-pixel-width	absent	0	0	0
window-old-point	absent	0	0	0
window-parameter	absent	0	0	0
window-parameters	absent	0	0	0
window-parent	absent	0	0	0
window-pixel-height	absent	0	0	0
window-pixel-left	absent	0	0	0
window-pixel-top	absent	0	0	0
window-pixel-width	absent	0	0	0
window-point	absent	0	0	0
window-prev-buffers	absent	0	0	0
window-prev-sibling	absent	0	0	0
window-resize-apply	absent	0	0	0
window-resize-apply-total	absent	0	0	0
window-right-divider-width	absent	0	0	0
window-scroll-bar-height	absent	0	0	0
window-scroll-bar-width	absent	0	0	0
window-scroll-bars	absent	0	0	0
window-start	absent	0	0	0
window-system	absent	0	0	0
window-tab-line-height	absent	0	0	0
window-text-height	absent	0	0	0
window-text-pixel-size	absent	0	0	0
window-text-width	absent	0	0	0
window-top-child	absent	0	0	0
window-top-line	absent	0	0	0
window-total-height	absent	0	0	0
window-total-width	absent	0	0	0
window-use-time	absent	0	0	0
window-valid-p	absent	0	0	0
window-vscroll	absent	0	0	0
windowp	absent	0	0	0
write-char	interpreted	0	0	0
write-region	interpreted	39	13	0
x-close-connection	absent	0	0	0
x-create-frame	absent	0	0	0
x-display-backing-store	absent	0	0	0
x-display-color-cells	absent	0	0	0
x-display-grayscale-p	absent	0	0	0
x-display-list	absent	0	0	0
x-display-mm-height	absent	0	0	0
x-display-mm-width	absent	0	0	0
x-display-pixel-height	absent	0	0	0
x-display-pixel-width	absent	0	0	0
x-display-planes	absent	0	0	0
x-display-save-under	absent	0	0	0
x-display-screens	absent	0	0	0
x-display-visual-class	absent	0	0	0
x-export-frames	absent	0	0	0
x-family-fonts	absent	0	0	0
x-file-dialog	absent	0	0	0
x-focus-frame	absent	0	0	0
x-get-resource	absent	0	0	0
x-gtk-debug	absent	0	0	0
x-gtk-launch-uri	absent	0	0	0
x-hide-tip	absent	0	0	0
x-list-fonts	absent	0	0	0
x-load-color-file	absent	0	0	0
x-menu-bar-open-internal	absent	0	0	0
x-open-connection	absent	0	0	0
x-parse-geometry	absent	0	0	0
x-popup-dialog	absent	0	0	0
x-popup-menu	absent	0	0	0
x-select-font	absent	0	0	0
x-server-max-request-size	absent	0	0	0
x-show-tip	absent	0	0	0
xw-color-defined-p	absent	0	0	0
xw-color-values	absent	0	0	0
xw-display-color-p	absent	0	0	0
yes-or-no-p	absent	6	2	0
zlib-available-p	absent	0	0	0
zlib-decompress-region	absent	0	0	0
